116.43971	39.94086
116.43578	39.94141
116.43511	39.93521
116.43531	39.93427
116.43519	39.9369
116.43591	39.94036
116.43515	39.93665
116.43688	39.94011
116.43704	39.94032
116.44181	39.93694
116.43748	39.94028
116.43566	39.93839
116.43674	39.93497
116.43575	39.93657
116.43671	39.94027
116.44183	39.93668
116.44183	39.9366
116.43479	39.93681
116.44211	39.93686
116.44118	39.93667
116.43519	39.94026
116.4389	39.9388
116.44145	39.93695
116.43515	39.93662
116.44275	39.93665
116.39351	39.92692
116.3994	39.92614
116.39353	39.92644
116.39345	39.92666
116.42612	39.93489
116.41708	39.932
116.39394	39.93377
116.39554	39.93367
116.39605	39.9348
116.3956	39.93941
116.39443	39.93902
116.39381	39.93915
116.41004	39.96937
116.40404	39.96919
116.42504	39.95051
116.40861	39.94558
116.41691	39.93624
116.41736	39.93475
116.40289	39.93644
116.39328	39.95677
116.40329	39.93962
116.39181	39.95515
116.40801	39.94807
116.41688	39.96491
116.41348	39.95943
116.41648	39.94696
116.40076	39.94065
116.42562	39.93529
116.43185	39.9417
116.42971	39.93389
116.42803	39.93434
116.42557	39.9361
116.42561	39.93556
116.42594	39.94059
116.42547	39.93871
116.4257	39.93161
116.42784	39.94077
116.42571	39.93131
116.4275	39.93391
116.42787	39.93991
116.42595	39.94037
116.42987	39.94079
116.43142	39.93871
116.42941	39.9339
116.4261	39.93547
116.42826	39.93434
116.42542	39.94058
116.43026	39.93395
116.43207	39.94055
116.42624	39.93434
116.42452	39.9408
116.42484	39.94083
116.4261	39.93472
116.42611	39.9347
116.42812	39.93387
116.43141	39.94243
116.43135	39.94242
116.43125	39.94131
116.42564	39.93459
116.42547	39.93933
116.4261	39.936
116.42613	39.93564
116.43151	39.94243
116.4254	39.94432
116.42752	39.94076
116.42688	39.94075
116.42545	39.93913
116.42917	39.94078
116.42595	39.94028
116.3851	39.95351
116.39383	39.95314
116.38789	39.95352
116.39336	39.95481
116.38555	39.95126
116.39385	39.9509
116.39031	39.95246
116.3851	39.95153
116.3845	39.95126
116.39337	39.95472
116.38535	39.95123
116.39384	39.93368
116.39259	39.94087
116.38337	39.95792
116.38729	39.95252
116.39093	39.93628
116.391	39.93668
116.407	39.97519
116.40729	39.96627
116.40244	39.96956
116.39917	39.96925
116.40075	39.96988
116.40922	39.97162
116.40853	39.96953
116.40261	39.96709
116.40728	39.96633
116.39816	39.93366
116.39502	39.93895
116.39537	39.93907
116.39531	39.93932
116.40302	39.93667
116.40304	39.93943
116.4033	39.9346
116.40328	39.93664
116.40304	39.93889
116.39584	39.94401
116.40295	39.94062
116.39681	39.93366
116.39664	39.93366
116.402	39.9407
116.40305	39.93506
116.40304	39.93586
116.40329	39.9367
116.39473	39.93369
116.39574	39.93367
116.39607	39.93433
116.39562	39.93914
116.39562	39.93941
116.39604	39.93577
116.4033	39.93476
116.4033	39.93809
116.40326	39.93926
116.40298	39.94026
116.40329	39.93544
116.40304	39.93589
116.39893	39.93368
116.40304	39.93808
116.40304	39.9379
116.40328	39.93727
116.40329	39.9369
116.39609	39.93501
116.39588	39.9397
116.39506	39.9337
116.39593	39.93828
116.4028	39.94099
116.3962	39.93855
116.4033	39.9396
116.4026	39.9407
116.403	39.94
116.40304	39.93872
116.40304	39.93789
116.39613	39.94003
116.39586	39.93997
116.40329	39.93659
116.39997	39.95136
116.41176	39.95942
116.40871	39.95593
116.39564	39.95508
116.3957	39.95782
116.39851	39.96347
116.40117	39.96407
116.40576	39.95922
116.40497	39.96232
116.40737	39.96353
116.39634	39.96343
116.40836	39.95957
116.39485	39.95137
116.39689	39.96338
116.40828	39.96302
116.39777	39.96346
116.40741	39.96234
116.40837	39.96189
116.40862	39.9448
116.40393	39.9407
116.41021	39.93363
116.41038	39.93363
116.41206	39.93197
116.40874	39.94295
116.40837	39.93907
116.4083	39.94104
116.40859	39.9337
116.40552	39.94072
116.40676	39.9407
116.4081	39.94602
116.40907	39.93419
116.4086	39.94605
116.40499	39.94072
116.40654	39.94071
116.40709	39.94075
116.40836	39.93883
116.40772	39.9351
116.40651	39.9351
116.40851	39.94812
116.41488	39.94059
116.41657	39.94374
116.41717	39.93833
116.4168	39.94611
116.41663	39.94254
116.41709	39.93969
116.41708	39.93982
116.41658	39.9436
116.41708	39.93202
116.4173	39.93617
116.42216	39.93529
116.41706	39.94146
116.4168	39.93898
116.41654	39.94539
116.41652	39.94509
116.42208	39.94078
116.42265	39.9408
116.41951	39.94077
116.41729	39.93603
116.41716	39.93838
116.4233	39.9431
116.41689	39.94437
116.41635	39.94534
116.41924	39.93394
116.41663	39.94257
116.41664	39.94211
116.41718	39.9382
116.41741	39.93184
116.41711	39.93896
116.41655	39.94454
116.41691	39.94447
116.41721	39.9375
116.41696	39.93277
116.41655	39.94467
116.41606	39.96517
116.41697	39.96521
116.41107	39.96624
116.41789	39.96572
116.42455	39.95725
116.41387	39.96274
116.41456	39.96952
116.41775	39.96294
116.41673	39.96521
116.42067	39.9575
116.41134	39.94951
116.4173	39.93612
116.41728	39.93626
116.41723	39.93654
116.41679	39.93791
116.41681	39.93903
116.42534	39.9462
116.41729	39.93588
116.41669	39.93987
116.41709	39.9317
116.41651	39.94515
116.41684	39.93738
116.41471	39.94059
116.42011	39.94908
116.42245	39.95077
116.42252	39.93389
116.4157	39.94052
116.41969	39.94077
116.41712	39.93877
116.42584	39.94468
116.42573	39.9481
116.42489	39.95217
116.42052	39.94168
116.41739	39.94167
116.41685	39.94396
116.4169	39.9444
116.41257	39.94563
116.41749	39.94112
116.41724	39.93729
116.4326	39.93935
116.42571	39.93106
116.43246	39.94041
116.42468	39.95725
116.42544	39.95973
116.42105	39.94898
116.42486	39.95643
116.42376	39.95751
116.43271	39.95868
116.42487	39.95664
116.42486	39.9567
116.42636	39.95329
116.42446	39.95752
116.42458	39.95726
116.42554	39.9597
116.41981	39.95417
116.41775	39.96261
116.42068	39.94845
116.41686	39.96521
116.42051	39.96192
116.41473	39.96218
116.41378	39.96448
116.421	39.95747
116.42557	39.95613
116.42554	39.95633
116.43249	39.95136
116.39569	39.95353
116.38621	39.96028
116.39545	39.96498
116.40196	39.96606
116.39931	39.96919
116.39716	39.96686
116.3948	39.95448
116.39552	39.95933
116.38171	39.95543
116.40252	39.96914
116.39731	39.96688
116.39591	39.9391
116.39548	39.93911
116.3943	39.9393
116.3952	39.93899
116.3946	39.93926
116.39595	39.93927
116.39618	39.93862
116.39797	39.95166
116.39961	39.95166
116.39505	39.95172
116.39382	39.94361
116.39706	39.93326
116.3974	39.93367
116.40178	39.94071
116.39606	39.93563
116.39883	39.93368
116.39718	39.94093
116.39428	39.93903
116.39608	39.93509
116.39606	39.93423
116.39565	39.93941
116.39557	39.93943
116.39408	39.93908
116.39592	39.93802
116.39893	39.95137
116.39475	39.93897
116.39507	39.93896
116.39535	39.93608
116.39608	39.93398
116.39605	39.93484
116.39143	39.94054
116.39432	39.93903
116.39344	39.93926
116.39394	39.93368
116.39669	39.94479
116.3976	39.94064
116.39344	39.95162
116.39385	39.95234
116.39617	39.93867
116.4012	39.93366
116.4033	39.93552
116.40303	39.9361
116.40304	39.938
116.40304	39.93871
116.4033	39.93472
116.40302	39.93433
116.40304	39.9346
116.40279	39.93433
116.40293	39.93434
116.4033	39.93464
116.40295	39.93504
116.40293	39.9362
116.40303	39.9358
116.40304	39.93573
116.40303	39.93731
116.40836	39.93892
116.40305	39.93527
116.40296	39.93644
116.40304	39.93592
116.40885	39.93803
116.40859	39.93376
116.40303	39.93676
116.40284	39.93615
