116.43531	39.93427
116.43511	39.93521
116.44112	39.93626
116.43898	39.9378
116.43701	39.9388
116.43571	39.9375
116.44201	39.93914
116.4358	39.9357
116.44113	39.94088
116.43721	39.93713
116.44312	39.94022
116.43971	39.94086
116.43476	39.93801
116.44362	39.93691
116.43759	39.94082
116.43801	39.93684
116.44362	39.93664
116.43635	39.9377
116.43672	39.93563
116.43594	39.93904
116.43834	39.93682
116.43669	39.93645
116.43519	39.94026
116.4357	39.94035
116.4358	39.93989
116.4358	39.93989
116.4358	39.93989
116.4358	39.93989
116.4358	39.93989
116.4358	39.93989
116.43888	39.94077
116.4357	39.94035
116.43759	39.94082
116.4358	39.93989
116.43803	39.93682
116.43759	39.94082
116.43639	39.93687
116.44163	39.93662
116.43476	39.93801
116.43476	39.93801
116.43667	39.94039
116.44438	39.9397
116.4357	39.93901
116.43759	39.94082
116.4363	39.93818
116.4358	39.93989
116.43579	39.94036
116.4358	39.93989
116.43759	39.94082
116.44003	39.93457
116.44098	39.93628
116.43759	39.94082
116.43635	39.9377
116.43531	39.93427
116.43531	39.93427
116.43476	39.93801
116.4358	39.93989
116.43476	39.93801
116.43759	39.94082
116.43752	39.94083
116.43821	39.93684
116.43721	39.93713
116.43842	39.93687
116.4357	39.94035
116.4358	39.93989
116.43897	39.93872
116.43896	39.93786
116.43812	39.93684
116.43531	39.93427
116.44362	39.93691
116.43933	39.93869
116.43704	39.94032
116.43669	39.93659
116.43674	39.93497
116.44418	39.93839
116.4358	39.93989
116.4358	39.93989
116.4358	39.93989
116.43861	39.93783
116.43759	39.94082
116.43759	39.94082
116.43619	39.93435
116.43759	39.94082
116.4389	39.9388
116.43531	39.93427
116.44364	39.93628
116.43519	39.94026
116.4389	39.93995
116.43796	39.93682
116.43519	39.94026
116.44112	39.93626
116.43642	39.936
116.44004	39.93464
116.44084	39.93623
116.4357	39.94035
116.43898	39.93792
116.43759	39.94082
116.43639	39.93687
116.43667	39.93668
116.44445	39.93894
116.43971	39.94086
116.44171	39.93665
116.43581	39.94036
116.4358	39.93989
116.4357	39.94035
116.43912	39.93655
116.43929	39.93959
116.43642	39.936
116.43642	39.936
116.43531	39.93427
116.44268	39.93665
116.44275	39.93665
116.44275	39.93665
116.44275	39.93665
116.43519	39.94026
116.43519	39.94026
116.43575	39.93657
116.43575	39.93657
116.44118	39.93667
116.44183	39.9366
116.43759	39.94082
116.43674	39.93497
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43531	39.93427
116.43566	39.93839
116.43667	39.94039
116.43566	39.93839
116.43519	39.94026
116.43519	39.94026
116.43566	39.93839
116.43566	39.93839
116.43566	39.93839
116.43667	39.94039
