起点id,终点id,序号,起点,终点,路径,长度/m
2734,2733,3,61,62,"61,b,5,6,62",1766
2734,2733,4,61,62,"61,6,5,6,62",1793
2736,2735,1,2,5,"2,a,b,5",1380
2736,2735,2,2,5,"2,a,b,61,b,5",2314
2736,2735,3,2,5,"2,a,b,61,6,5",2341
2736,2735,4,2,5,"2,a,b,a,b,5",2380
2739,2738,1,61,62,"61,c,62",790
2739,2738,2,61,62,"61,6,62",925
2739,2738,3,61,62,"61,b,5,6,62",1766
2739,2738,4,61,62,"61,6,5,6,62",1793
2743,2741,1,1,62,"1,f,e,c,62",2425
2743,2741,2,1,62,"1,f,e,d,61,c,62",2623
2743,2741,3,1,62,"1,f,e,f,e,c,62",2685
2743,2741,4,1,62,"1,f,e,d,61,6,62",2758
2747,2746,1,2,5,"2,a,b,5",1380
2747,2746,2,2,5,"2,a,b,61,b,5",2314
2747,2746,3,2,5,"2,a,b,61,6,5",2341
2747,2746,4,2,5,"2,a,b,a,b,5",2380
2746,2748,1,13,2,"13,1,2",1611
2746,2748,2,13,2,"13,1,f,2",2365
2746,2748,3,13,2,"13,1,f,e,f,2",2625
2746,2748,4,13,2,"13,1,f,e,f,e,f,2",2885
2772,2781,1,1,61,"1,f,e,d,61",1833
2772,2781,2,1,61,"1,f,e,c,61",2035
2772,2781,3,1,61,"1,2,a,b,61",2053
2772,2781,4,1,61,"1,f,e,f,e,d,61",2093
2781,2773,1,1,61,"1,f,e,d,61",1833
2781,2773,2,1,61,"1,f,e,c,61",2035
2781,2773,3,1,61,"1,2,a,b,61",2053
2781,2773,4,1,61,"1,f,e,f,e,d,61",2093
2791,2790,1,13,2,"13,1,2",1611
2791,2790,2,13,2,"13,1,f,2",2365
2791,2790,3,13,2,"13,1,f,e,f,2",2625
2791,2790,4,13,2,"13,1,f,e,f,e,f,2",2885
2801,2793,1,1,62,"1,f,e,c,62",2425
2801,2793,2,1,62,"1,f,e,d,61,c,62",2623
2801,2793,3,1,62,"1,f,e,f,e,c,62",2685
2801,2793,4,1,62,"1,f,e,d,61,6,62",2758
2799,2796,1,2,5,"2,a,b,5",1380
2799,2796,2,2,5,"2,a,b,61,b,5",2314
2799,2796,3,2,5,"2,a,b,61,6,5",2341
2799,2796,4,2,5,"2,a,b,a,b,5",2380
2822,2812,1,2,62,"2,f,e,c,62",2055
2822,2812,2,2,62,"2,a,b,61,c,62",2117
2822,2812,3,2,62,"2,a,b,5,6,62",2159
2822,2812,4,2,62,"2,a,b,61,6,62",2252
2813,2818,1,2,61,"2,a,b,61",1327
2813,2818,2,2,61,"2,f,e,d,61",1463
2813,2818,3,2,61,"2,a,d,61",1536
2813,2818,4,2,61,"2,f,e,c,61",1665
2818,2814,1,2,61,"2,a,b,61",1327
2818,2814,2,2,61,"2,f,e,d,61",1463
2818,2814,3,2,61,"2,a,d,61",1536
2818,2814,4,2,61,"2,f,e,c,61",1665
2815,2819,1,2,61,"2,a,b,61",1327
2815,2819,2,2,61,"2,f,e,d,61",1463
2815,2819,3,2,61,"2,a,d,61",1536
2815,2819,4,2,61,"2,f,e,c,61",1665
2823,2827,1,2,61,"2,a,b,61",1327
2823,2827,2,2,61,"2,f,e,d,61",1463
2823,2827,3,2,61,"2,a,d,61",1536
2823,2827,4,2,61,"2,f,e,c,61",1665
2829,2824,1,2,62,"2,f,e,c,62",2055
2829,2824,2,2,62,"2,a,b,61,c,62",2117
2829,2824,3,2,62,"2,a,b,5,6,62",2159
2829,2824,4,2,62,"2,a,b,61,6,62",2252
2831,2830,1,2,5,"2,a,b,5",1380
2831,2830,2,2,5,"2,a,b,61,b,5",2314
2831,2830,3,2,5,"2,a,b,61,6,5",2341
2831,2830,4,2,5,"2,a,b,a,b,5",2380
2837,2843,1,1,62,"1,f,e,c,62",2425
2837,2843,2,1,62,"1,f,e,d,61,c,62",2623
2837,2843,3,1,62,"1,f,e,f,e,c,62",2685
2837,2843,4,1,62,"1,f,e,d,61,6,62",2758
2845,2840,1,2,62,"2,f,e,c,62",2055
2845,2840,2,2,62,"2,a,b,61,c,62",2117
2845,2840,3,2,62,"2,a,b,5,6,62",2159
2845,2840,4,2,62,"2,a,b,61,6,62",2252
2851,2847,1,5,62,"5,6,62",779
2851,2847,2,5,62,"5,b,61,c,62",1777
2851,2847,3,5,62,"5,6,61,c,62",1804
2851,2847,4,5,62,"5,b,61,6,62",1912
2854,2855,1,5,61,"5,b,61",987
2854,2855,2,5,61,"5,6,61",1014
2854,2855,3,5,61,"5,6,62,c,61",1569
2854,2855,4,5,61,"5,6,62,6,61",1704
2862,2863,1,1,61,"1,f,e,d,61",1833
2862,2863,2,1,61,"1,f,e,c,61",2035
2862,2863,3,1,61,"1,2,a,b,61",2053
2862,2863,4,1,61,"1,f,e,f,e,d,61",2093
2867,2866,1,5,61,"5,b,61",987
2867,2866,2,5,61,"5,6,61",1014
2867,2866,3,5,61,"5,6,62,c,61",1569
2867,2866,4,5,61,"5,6,62,6,61",1704
2877,2874,1,5,62,"5,6,62",779
2877,2874,2,5,62,"5,b,61,c,62",1777
2877,2874,3,5,62,"5,6,61,c,62",1804
2877,2874,4,5,62,"5,b,61,6,62",1912
2875,2872,1,2,5,"2,a,b,5",1380
2875,2872,2,2,5,"2,a,b,61,b,5",2314
2875,2872,3,2,5,"2,a,b,61,6,5",2341
2875,2872,4,2,5,"2,a,b,a,b,5",2380
2873,2876,1,2,5,"2,a,b,5",1380
2873,2876,2,2,5,"2,a,b,61,b,5",2314
2873,2876,3,2,5,"2,a,b,61,6,5",2341
2873,2876,4,2,5,"2,a,b,a,b,5",2380
2878,2882,1,5,62,"5,6,62",779
2878,2882,2,5,62,"5,b,61,c,62",1777
2878,2882,3,5,62,"5,6,61,c,62",1804
2878,2882,4,5,62,"5,b,61,6,62",1912
2882,2879,1,5,62,"5,6,62",779
2882,2879,2,5,62,"5,b,61,c,62",1777
2882,2879,3,5,62,"5,6,61,c,62",1804
2882,2879,4,5,62,"5,b,61,6,62",1912
2883,2881,1,5,62,"5,6,62",779
2883,2881,2,5,62,"5,b,61,c,62",1777
2883,2881,3,5,62,"5,6,61,c,62",1804
2883,2881,4,5,62,"5,b,61,6,62",1912
2907,2896,1,1,62,"1,f,e,c,62",2425
2907,2896,2,1,62,"1,f,e,d,61,c,62",2623
2907,2896,3,1,62,"1,f,e,f,e,c,62",2685
2907,2896,4,1,62,"1,f,e,d,61,6,62",2758
2899,2905,1,1,61,"1,f,e,d,61",1833
2899,2905,2,1,61,"1,f,e,c,61",2035
2899,2905,3,1,61,"1,2,a,b,61",2053
2899,2905,4,1,61,"1,f,e,f,e,d,61",2093
2906,2900,1,1,61,"1,f,e,d,61",1833
2906,2900,2,1,61,"1,f,e,c,61",2035
2906,2900,3,1,61,"1,2,a,b,61",2053
2906,2900,4,1,61,"1,f,e,f,e,d,61",2093
2912,2914,1,2,5,"2,a,b,5",1380
2912,2914,2,2,5,"2,a,b,61,b,5",2314
2912,2914,3,2,5,"2,a,b,61,6,5",2341
2912,2914,4,2,5,"2,a,b,a,b,5",2380
2923,2918,1,2,61,"2,a,b,61",1327
2923,2918,2,2,61,"2,f,e,d,61",1463
2923,2918,3,2,61,"2,a,d,61",1536
2923,2918,4,2,61,"2,f,e,c,61",1665
2921,2919,1,13,2,"13,1,2",1611
2921,2919,2,13,2,"13,1,f,2",2365
2921,2919,3,13,2,"13,1,f,e,f,2",2625
2921,2919,4,13,2,"13,1,f,e,f,e,f,2",2885
2930,2931,1,61,62,"61,c,62",790
2930,2931,2,61,62,"61,6,62",925
2930,2931,3,61,62,"61,b,5,6,62",1766
2930,2931,4,61,62,"61,6,5,6,62",1793
2938,2935,1,1,62,"1,f,e,c,62",2425
2938,2935,2,1,62,"1,f,e,d,61,c,62",2623
2938,2935,3,1,62,"1,f,e,f,e,c,62",2685
2938,2935,4,1,62,"1,f,e,d,61,6,62",2758
2942,2943,1,61,62,"61,c,62",790
2942,2943,2,61,62,"61,6,62",925
2942,2943,3,61,62,"61,b,5,6,62",1766
2942,2943,4,61,62,"61,6,5,6,62",1793
2949,2945,1,1,61,"1,f,e,d,61",1833
2949,2945,2,1,61,"1,f,e,c,61",2035
2949,2945,3,1,61,"1,2,a,b,61",2053
2949,2945,4,1,61,"1,f,e,f,e,d,61",2093
2947,2951,1,13,62,"13,1,f,e,c,62",3310
2947,2951,2,13,62,"13,1,f,e,d,61,c,62",3508
2947,2951,3,13,62,"13,1,f,e,f,e,c,62",3570
2947,2951,4,13,62,"13,1,f,e,d,61,6,62",3643
2967,2970,1,61,62,"61,c,62",790
2967,2970,2,61,62,"61,6,62",925
2967,2970,3,61,62,"61,b,5,6,62",1766
2967,2970,4,61,62,"61,6,5,6,62",1793
2970,2968,1,61,62,"61,c,62",790
2970,2968,2,61,62,"61,6,62",925
2970,2968,3,61,62,"61,b,5,6,62",1766
2970,2968,4,61,62,"61,6,5,6,62",1793
2969,2966,1,5,61,"5,b,61",987
2969,2966,2,5,61,"5,6,61",1014
2969,2966,3,5,61,"5,6,62,c,61",1569
2969,2966,4,5,61,"5,6,62,6,61",1704
2971,2972,1,13,61,"13,1,f,e,d,61",2718
2971,2972,2,13,61,"13,1,f,e,c,61",2920
2971,2972,3,13,61,"13,1,2,a,b,61",2938
2971,2972,4,13,61,"13,1,f,e,f,e,d,61",2978
2984,2980,1,5,61,"5,b,61",987
2984,2980,2,5,61,"5,6,61",1014
2984,2980,3,5,61,"5,6,62,c,61",1569
2984,2980,4,5,61,"5,6,62,6,61",1704
2981,2985,1,5,61,"5,b,61",987
2981,2985,2,5,61,"5,6,61",1014
2981,2985,3,5,61,"5,6,62,c,61",1569
2981,2985,4,5,61,"5,6,62,6,61",1704
3004,2999,1,1,62,"1,f,e,c,62",2425
3004,2999,2,1,62,"1,f,e,d,61,c,62",2623
3004,2999,3,1,62,"1,f,e,f,e,c,62",2685
3004,2999,4,1,62,"1,f,e,d,61,6,62",2758
3010,3008,1,61,62,"61,c,62",790
3010,3008,2,61,62,"61,6,62",925
3010,3008,3,61,62,"61,b,5,6,62",1766
3010,3008,4,61,62,"61,6,5,6,62",1793
3009,3007,1,13,61,"13,1,f,e,d,61",2718
3009,3007,2,13,61,"13,1,f,e,c,61",2920
3009,3007,3,13,61,"13,1,2,a,b,61",2938
3009,3007,4,13,61,"13,1,f,e,f,e,d,61",2978
3016,3012,1,12,2,"12,1,2",1477
3016,3012,2,12,2,"12,1,f,2",2231
3016,3012,3,12,2,"12,1,f,e,f,2",2491
3016,3012,4,12,2,"12,1,f,e,f,e,f,2",2751
3012,3014,1,2,5,"2,a,b,5",1380
3012,3014,2,2,5,"2,a,b,61,b,5",2314
3012,3014,3,2,5,"2,a,b,61,6,5",2341
3012,3014,4,2,5,"2,a,b,a,b,5",2380
3015,3013,1,2,5,"2,a,b,5",1380
3015,3013,2,2,5,"2,a,b,61,b,5",2314
3015,3013,3,2,5,"2,a,b,61,6,5",2341
3015,3013,4,2,5,"2,a,b,a,b,5",2380
3042,3040,1,1,61,"1,f,e,d,61",1833
3042,3040,2,1,61,"1,f,e,c,61",2035
3042,3040,3,1,61,"1,2,a,b,61",2053
3042,3040,4,1,61,"1,f,e,f,e,d,61",2093
3049,3046,1,5,61,"5,b,61",987
3049,3046,2,5,61,"5,6,61",1014
3049,3046,3,5,61,"5,6,62,c,61",1569
3049,3046,4,5,61,"5,6,62,6,61",1704
3058,3059,1,61,62,"61,c,62",790
3058,3059,2,61,62,"61,6,62",925
3058,3059,3,61,62,"61,b,5,6,62",1766
3058,3059,4,61,62,"61,6,5,6,62",1793
3060,3051,1,1,62,"1,f,e,c,62",2425
3060,3051,2,1,62,"1,f,e,d,61,c,62",2623
3060,3051,3,1,62,"1,f,e,f,e,c,62",2685
3060,3051,4,1,62,"1,f,e,d,61,6,62",2758
3061,3052,1,5,62,"5,6,62",779
3061,3052,2,5,62,"5,b,61,c,62",1777
3061,3052,3,5,62,"5,6,61,c,62",1804
3061,3052,4,5,62,"5,b,61,6,62",1912
3064,3076,1,1,62,"1,f,e,c,62",2425
3064,3076,2,1,62,"1,f,e,d,61,c,62",2623
3064,3076,3,1,62,"1,f,e,f,e,c,62",2685
3064,3076,4,1,62,"1,f,e,d,61,6,62",2758
3102,3110,1,2,61,"2,a,b,61",1327
3102,3110,2,2,61,"2,f,e,d,61",1463
3102,3110,3,2,61,"2,a,d,61",1536
3102,3110,4,2,61,"2,f,e,c,61",1665
3105,3107,1,2,5,"2,a,b,5",1380
3105,3107,2,2,5,"2,a,b,61,b,5",2314
3105,3107,3,2,5,"2,a,b,61,6,5",2341
3105,3107,4,2,5,"2,a,b,a,b,5",2380
3108,3106,1,2,5,"2,a,b,5",1380
3108,3106,2,2,5,"2,a,b,61,b,5",2314
3108,3106,3,2,5,"2,a,b,61,6,5",2341
3108,3106,4,2,5,"2,a,b,a,b,5",2380
3114,3111,1,1,62,"1,f,e,c,62",2425
3114,3111,2,1,62,"1,f,e,d,61,c,62",2623
3114,3111,3,1,62,"1,f,e,f,e,c,62",2685
3114,3111,4,1,62,"1,f,e,d,61,6,62",2758
3140,3127,1,2,61,"2,a,b,61",1327
3140,3127,2,2,61,"2,f,e,d,61",1463
3140,3127,3,2,61,"2,a,d,61",1536
3140,3127,4,2,61,"2,f,e,c,61",1665
3131,3134,1,2,5,"2,a,b,5",1380
3131,3134,2,2,5,"2,a,b,61,b,5",2314
3131,3134,3,2,5,"2,a,b,61,6,5",2341
3131,3134,4,2,5,"2,a,b,a,b,5",2380
3132,3135,1,2,5,"2,a,b,5",1380
3132,3135,2,2,5,"2,a,b,61,b,5",2314
3132,3135,3,2,5,"2,a,b,61,6,5",2341
3132,3135,4,2,5,"2,a,b,a,b,5",2380
3136,3133,1,2,5,"2,a,b,5",1380
3136,3133,2,2,5,"2,a,b,61,b,5",2314
3136,3133,3,2,5,"2,a,b,61,6,5",2341
3136,3133,4,2,5,"2,a,b,a,b,5",2380
3147,3150,1,1,61,"1,f,e,d,61",1833
3147,3150,2,1,61,"1,f,e,c,61",2035
3147,3150,3,1,61,"1,2,a,b,61",2053
3147,3150,4,1,61,"1,f,e,f,e,d,61",2093
3150,3148,1,1,61,"1,f,e,d,61",1833
3150,3148,2,1,61,"1,f,e,c,61",2035
3150,3148,3,1,61,"1,2,a,b,61",2053
3150,3148,4,1,61,"1,f,e,f,e,d,61",2093
3172,3173,1,1,61,"1,f,e,d,61",1833
3172,3173,2,1,61,"1,f,e,c,61",2035
3172,3173,3,1,61,"1,2,a,b,61",2053
3172,3173,4,1,61,"1,f,e,f,e,d,61",2093
3191,3189,1,2,5,"2,a,b,5",1380
3191,3189,2,2,5,"2,a,b,61,b,5",2314
3191,3189,3,2,5,"2,a,b,61,6,5",2341
3191,3189,4,2,5,"2,a,b,a,b,5",2380
3190,3192,1,2,5,"2,a,b,5",1380
3190,3192,2,2,5,"2,a,b,61,b,5",2314
3190,3192,3,2,5,"2,a,b,61,6,5",2341
3190,3192,4,2,5,"2,a,b,a,b,5",2380
3195,3197,1,1,61,"1,f,e,d,61",1833
3195,3197,2,1,61,"1,f,e,c,61",2035
3195,3197,3,1,61,"1,2,a,b,61",2053
3195,3197,4,1,61,"1,f,e,f,e,d,61",2093
3201,3205,1,13,61,"13,1,f,e,d,61",2718
3201,3205,2,13,61,"13,1,f,e,c,61",2920
3201,3205,3,13,61,"13,1,2,a,b,61",2938
3201,3205,4,13,61,"13,1,f,e,f,e,d,61",2978
3222,3215,1,1,61,"1,f,e,d,61",1833
3222,3215,2,1,61,"1,f,e,c,61",2035
3222,3215,3,1,61,"1,2,a,b,61",2053
3222,3215,4,1,61,"1,f,e,f,e,d,61",2093
3229,3228,1,5,62,"5,6,62",779
3229,3228,2,5,62,"5,b,61,c,62",1777
3229,3228,3,5,62,"5,6,61,c,62",1804
3229,3228,4,5,62,"5,b,61,6,62",1912
3240,3238,1,5,61,"5,b,61",987
3240,3238,2,5,61,"5,6,61",1014
3240,3238,3,5,61,"5,6,62,c,61",1569
3240,3238,4,5,61,"5,6,62,6,61",1704
3241,3242,1,1,5,"1,2,a,b,5",2106
3241,3242,2,1,5,"1,f,e,d,61,b,5",2820
3241,3242,3,1,5,"1,2,a,2,a,b,5",2826
3241,3242,4,1,5,"1,f,e,d,a,b,5",2829
3246,3244,1,1,61,"1,f,e,d,61",1833
3246,3244,2,1,61,"1,f,e,c,61",2035
3246,3244,3,1,61,"1,2,a,b,61",2053
3246,3244,4,1,61,"1,f,e,f,e,d,61",2093
3249,3250,1,2,61,"2,a,b,61",1327
3249,3250,2,2,61,"2,f,e,d,61",1463
3249,3250,3,2,61,"2,a,d,61",1536
3249,3250,4,2,61,"2,f,e,c,61",1665
3250,3251,1,61,62,"61,c,62",790
3250,3251,2,61,62,"61,6,62",925
3250,3251,3,61,62,"61,b,5,6,62",1766
3250,3251,4,61,62,"61,6,5,6,62",1793
3252,3247,1,1,62,"1,f,e,c,62",2425
3252,3247,2,1,62,"1,f,e,d,61,c,62",2623
3252,3247,3,1,62,"1,f,e,f,e,c,62",2685
3252,3247,4,1,62,"1,f,e,d,61,6,62",2758
3263,3260,1,1,61,"1,f,e,d,61",1833
3263,3260,2,1,61,"1,f,e,c,61",2035
3263,3260,3,1,61,"1,2,a,b,61",2053
3263,3260,4,1,61,"1,f,e,f,e,d,61",2093
3262,3264,1,1,61,"1,f,e,d,61",1833
3262,3264,2,1,61,"1,f,e,c,61",2035
3262,3264,3,1,61,"1,2,a,b,61",2053
3262,3264,4,1,61,"1,f,e,f,e,d,61",2093
3265,3268,1,1,62,"1,f,e,c,62",2425
3265,3268,2,1,62,"1,f,e,d,61,c,62",2623
3265,3268,3,1,62,"1,f,e,f,e,c,62",2685
3265,3268,4,1,62,"1,f,e,d,61,6,62",2758
3269,3271,1,1,62,"1,f,e,c,62",2425
3269,3271,2,1,62,"1,f,e,d,61,c,62",2623
3269,3271,3,1,62,"1,f,e,f,e,c,62",2685
3269,3271,4,1,62,"1,f,e,d,61,6,62",2758
3273,3272,1,5,62,"5,6,62",779
3273,3272,2,5,62,"5,b,61,c,62",1777
3273,3272,3,5,62,"5,6,61,c,62",1804
3273,3272,4,5,62,"5,b,61,6,62",1912
3275,3278,1,2,5,"2,a,b,5",1380
3275,3278,2,2,5,"2,a,b,61,b,5",2314
3275,3278,3,2,5,"2,a,b,61,6,5",2341
3275,3278,4,2,5,"2,a,b,a,b,5",2380
3279,3276,1,2,5,"2,a,b,5",1380
3279,3276,2,2,5,"2,a,b,61,b,5",2314
3279,3276,3,2,5,"2,a,b,61,6,5",2341
3279,3276,4,2,5,"2,a,b,a,b,5",2380
3281,3277,1,2,5,"2,a,b,5",1380
3281,3277,2,2,5,"2,a,b,61,b,5",2314
3281,3277,3,2,5,"2,a,b,61,6,5",2341
3281,3277,4,2,5,"2,a,b,a,b,5",2380
3285,3282,1,5,61,"5,b,61",987
3285,3282,2,5,61,"5,6,61",1014
3285,3282,3,5,61,"5,6,62,c,61",1569
3285,3282,4,5,61,"5,6,62,6,61",1704
3292,3290,1,5,62,"5,6,62",779
3292,3290,2,5,62,"5,b,61,c,62",1777
3292,3290,3,5,62,"5,6,61,c,62",1804
3292,3290,4,5,62,"5,b,61,6,62",1912
3290,3289,1,2,5,"2,a,b,5",1380
3290,3289,2,2,5,"2,a,b,61,b,5",2314
3290,3289,3,2,5,"2,a,b,61,6,5",2341
3290,3289,4,2,5,"2,a,b,a,b,5",2380
3291,3293,1,13,62,"13,1,f,e,c,62",3310
3291,3293,2,13,62,"13,1,f,e,d,61,c,62",3508
3291,3293,3,13,62,"13,1,f,e,f,e,c,62",3570
3291,3293,4,13,62,"13,1,f,e,d,61,6,62",3643
3297,3295,1,5,61,"5,b,61",987
3297,3295,2,5,61,"5,6,61",1014
3297,3295,3,5,61,"5,6,62,c,61",1569
3297,3295,4,5,61,"5,6,62,6,61",1704
3309,3306,1,1,62,"1,f,e,c,62",2425
3309,3306,2,1,62,"1,f,e,d,61,c,62",2623
3309,3306,3,1,62,"1,f,e,f,e,c,62",2685
3309,3306,4,1,62,"1,f,e,d,61,6,62",2758
3322,3324,1,2,5,"2,a,b,5",1380
3322,3324,2,2,5,"2,a,b,61,b,5",2314
3322,3324,3,2,5,"2,a,b,61,6,5",2341
3322,3324,4,2,5,"2,a,b,a,b,5",2380
3331,3335,1,5,61,"5,b,61",987
3331,3335,2,5,61,"5,6,61",1014
3331,3335,3,5,61,"5,6,62,c,61",1569
3331,3335,4,5,61,"5,6,62,6,61",1704
3343,3344,1,2,5,"2,a,b,5",1380
3343,3344,2,2,5,"2,a,b,61,b,5",2314
3343,3344,3,2,5,"2,a,b,61,6,5",2341
3343,3344,4,2,5,"2,a,b,a,b,5",2380
3348,3350,1,12,5,"12,1,2,a,b,5",2857
3348,3350,2,12,5,"12,1,f,e,d,61,b,5",3571
3348,3350,3,12,5,"12,1,2,a,2,a,b,5",3577
3348,3350,4,12,5,"12,1,f,e,d,a,b,5",3580
3354,3353,1,61,62,"61,c,62",790
3354,3353,2,61,62,"61,6,62",925
3354,3353,3,61,62,"61,b,5,6,62",1766
3354,3353,4,61,62,"61,6,5,6,62",1793
3366,3362,1,2,61,"2,a,b,61",1327
3366,3362,2,2,61,"2,f,e,d,61",1463
3366,3362,3,2,61,"2,a,d,61",1536
3366,3362,4,2,61,"2,f,e,c,61",1665
3382,3383,1,2,61,"2,a,b,61",1327
3382,3383,2,2,61,"2,f,e,d,61",1463
3382,3383,3,2,61,"2,a,d,61",1536
3382,3383,4,2,61,"2,f,e,c,61",1665
3385,3389,1,1,61,"1,f,e,d,61",1833
3385,3389,2,1,61,"1,f,e,c,61",2035
3385,3389,3,1,61,"1,2,a,b,61",2053
3385,3389,4,1,61,"1,f,e,f,e,d,61",2093
3389,3386,1,5,61,"5,b,61",987
3389,3386,2,5,61,"5,6,61",1014
3389,3386,3,5,61,"5,6,62,c,61",1569
3389,3386,4,5,61,"5,6,62,6,61",1704
3393,3391,1,12,61,"12,1,f,e,d,61",2584
3393,3391,2,12,61,"12,1,f,e,c,61",2786
3393,3391,3,12,61,"12,1,2,a,b,61",2804
3393,3391,4,12,61,"12,1,f,e,f,e,d,61",2844
3397,3394,1,2,61,"2,a,b,61",1327
3397,3394,2,2,61,"2,f,e,d,61",1463
3397,3394,3,2,61,"2,a,d,61",1536
3397,3394,4,2,61,"2,f,e,c,61",1665
3407,3412,1,1,62,"1,f,e,c,62",2425
3407,3412,2,1,62,"1,f,e,d,61,c,62",2623
3407,3412,3,1,62,"1,f,e,f,e,c,62",2685
3407,3412,4,1,62,"1,f,e,d,61,6,62",2758
3412,3409,1,5,62,"5,6,62",779
3412,3409,2,5,62,"5,b,61,c,62",1777
3412,3409,3,5,62,"5,6,61,c,62",1804
3412,3409,4,5,62,"5,b,61,6,62",1912
3416,3413,1,1,61,"1,f,e,d,61",1833
3416,3413,2,1,61,"1,f,e,c,61",2035
3416,3413,3,1,61,"1,2,a,b,61",2053
3416,3413,4,1,61,"1,f,e,f,e,d,61",2093
3422,3423,1,5,61,"5,b,61",987
3422,3423,2,5,61,"5,6,61",1014
3422,3423,3,5,61,"5,6,62,c,61",1569
3422,3423,4,5,61,"5,6,62,6,61",1704
3424,3426,1,61,62,"61,c,62",790
3424,3426,2,61,62,"61,6,62",925
3424,3426,3,61,62,"61,b,5,6,62",1766
3424,3426,4,61,62,"61,6,5,6,62",1793
3427,3425,1,61,62,"61,c,62",790
3427,3425,2,61,62,"61,6,62",925
3427,3425,3,61,62,"61,b,5,6,62",1766
3427,3425,4,61,62,"61,6,5,6,62",1793
3439,3444,1,2,61,"2,a,b,61",1327
3439,3444,2,2,61,"2,f,e,d,61",1463
3439,3444,3,2,61,"2,a,d,61",1536
3439,3444,4,2,61,"2,f,e,c,61",1665
3445,3440,1,2,61,"2,a,b,61",1327
3445,3440,2,2,61,"2,f,e,d,61",1463
3445,3440,3,2,61,"2,a,d,61",1536
3445,3440,4,2,61,"2,f,e,c,61",1665
3443,3441,1,2,5,"2,a,b,5",1380
3443,3441,2,2,5,"2,a,b,61,b,5",2314
3443,3441,3,2,5,"2,a,b,61,6,5",2341
3443,3441,4,2,5,"2,a,b,a,b,5",2380
3449,3448,1,61,62,"61,c,62",790
3449,3448,2,61,62,"61,6,62",925
3449,3448,3,61,62,"61,b,5,6,62",1766
3449,3448,4,61,62,"61,6,5,6,62",1793
3465,3466,1,2,62,"2,f,e,c,62",2055
3465,3466,2,2,62,"2,a,b,61,c,62",2117
3465,3466,3,2,62,"2,a,b,5,6,62",2159
3465,3466,4,2,62,"2,a,b,61,6,62",2252
3474,3475,1,5,61,"5,b,61",987
3474,3475,2,5,61,"5,6,61",1014
3474,3475,3,5,61,"5,6,62,c,61",1569
3474,3475,4,5,61,"5,6,62,6,61",1704
3482,3478,1,12,2,"12,1,2",1477
3482,3478,2,12,2,"12,1,f,2",2231
3482,3478,3,12,2,"12,1,f,e,f,2",2491
3482,3478,4,12,2,"12,1,f,e,f,e,f,2",2751
3488,3487,1,2,5,"2,a,b,5",1380
3488,3487,2,2,5,"2,a,b,61,b,5",2314
3488,3487,3,2,5,"2,a,b,61,6,5",2341
3488,3487,4,2,5,"2,a,b,a,b,5",2380
10,7,1,61,62,"61,c,62",790
10,7,2,61,62,"61,6,62",925
10,7,3,61,62,"61,b,5,6,62",1766
10,7,4,61,62,"61,6,5,6,62",1793
11,8,1,61,62,"61,c,62",790
11,8,2,61,62,"61,6,62",925
11,8,3,61,62,"61,b,5,6,62",1766
11,8,4,61,62,"61,6,5,6,62",1793
9,12,1,61,62,"61,c,62",790
9,12,2,61,62,"61,6,62",925
9,12,3,61,62,"61,b,5,6,62",1766
9,12,4,61,62,"61,6,5,6,62",1793
12,5,1,1,62,"1,f,e,c,62",2425
12,5,2,1,62,"1,f,e,d,61,c,62",2623
12,5,3,1,62,"1,f,e,f,e,c,62",2685
12,5,4,1,62,"1,f,e,d,61,6,62",2758
3500,3501,1,2,5,"2,a,b,5",1380
3500,3501,2,2,5,"2,a,b,61,b,5",2314
3500,3501,3,2,5,"2,a,b,61,6,5",2341
3500,3501,4,2,5,"2,a,b,a,b,5",2380
3506,3507,1,5,61,"5,b,61",987
3506,3507,2,5,61,"5,6,61",1014
3506,3507,3,5,61,"5,6,62,c,61",1569
3506,3507,4,5,61,"5,6,62,6,61",1704
3511,3512,1,61,62,"61,c,62",790
3511,3512,2,61,62,"61,6,62",925
3511,3512,3,61,62,"61,b,5,6,62",1766
3511,3512,4,61,62,"61,6,5,6,62",1793
15,13,1,5,61,"5,b,61",987
15,13,2,5,61,"5,6,61",1014
15,13,3,5,61,"5,6,62,c,61",1569
15,13,4,5,61,"5,6,62,6,61",1704
19,18,1,2,5,"2,a,b,5",1380
19,18,2,2,5,"2,a,b,61,b,5",2314
19,18,3,2,5,"2,a,b,61,6,5",2341
19,18,4,2,5,"2,a,b,a,b,5",2380
3520,3519,1,2,5,"2,a,b,5",1380
3520,3519,2,2,5,"2,a,b,61,b,5",2314
3520,3519,3,2,5,"2,a,b,61,6,5",2341
3520,3519,4,2,5,"2,a,b,a,b,5",2380
3524,3523,1,61,62,"61,c,62",790
3524,3523,2,61,62,"61,6,62",925
3524,3523,3,61,62,"61,b,5,6,62",1766
3524,3523,4,61,62,"61,6,5,6,62",1793
3551,3548,1,5,62,"5,6,62",779
3551,3548,2,5,62,"5,b,61,c,62",1777
3551,3548,3,5,62,"5,6,61,c,62",1804
3551,3548,4,5,62,"5,b,61,6,62",1912
3552,3550,1,5,62,"5,6,62",779
3552,3550,2,5,62,"5,b,61,c,62",1777
3552,3550,3,5,62,"5,6,61,c,62",1804
3552,3550,4,5,62,"5,b,61,6,62",1912
23,21,1,5,61,"5,b,61",987
23,21,2,5,61,"5,6,61",1014
